target_id,dataset_id_rdkit,dataset_id,n_rows,pref_name,organism
CHEMBL219,2047,31568,2055,Dopamine D4 receptor,Homo sapiens
CHEMBL220,2053,31622,2604,Acetylcholinesterase,Homo sapiens
CHEMBL2200,2054,31426,63,Matrix metalloproteinase 16,Homo sapiens
CHEMBL2203,2056,31431,291,Motilin receptor,Homo sapiens
CHEMBL2208,2060,31517,1695,MAP kinase-activated protein kinase 2,Homo sapiens
CHEMBL221,2061,31570,2042,Cyclooxygenase-1,Homo sapiens
CHEMBL2213,2064,31432,47,Protein kinase C alpha,Bos taurus
CHEMBL2219,2072,31443,674,Protein-tyrosine phosphatase LC-PTP,Homo sapiens
CHEMBL222,2073,31663,2790,Norepinephrine transporter,Homo sapiens
CHEMBL2221347,2077,31438,56,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",Homo sapiens
CHEMBL2221348,2078,31439,107,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",Homo sapiens
CHEMBL2225,2082,31440,76,Cathepsin H,Homo sapiens
CHEMBL223,2085,31472,1194,Alpha-1d adrenergic receptor,Homo sapiens
CHEMBL2231,2086,31445,94,Cytochrome P450 1A1,Homo sapiens
CHEMBL224,2090,31670,2778,Serotonin 2a (5-HT2a) receptor,Homo sapiens
CHEMBL2243,2092,31461,898,Anandamide amidohydrolase,Homo sapiens
CHEMBL2246,2094,31450,62,Aldehyde reductase,Homo sapiens
CHEMBL225,2098,31669,2869,Serotonin 2c (5-HT2c) receptor,Homo sapiens
CHEMBL2250,2099,31456,715,Tyrosine-protein kinase BLK,Homo sapiens
CHEMBL2252,2100,31454,93,Dipeptidyl peptidase I,Homo sapiens
CHEMBL2253,2101,31455,66,Corticotropin releasing factor receptor 2,Mus musculus
CHEMBL226,2106,31822,3490,Adenosine A1 receptor,Homo sapiens
CHEMBL2265,2111,31463,458,Acyl coenzyme A:cholesterol acyltransferase,Homo sapiens
CHEMBL227,2114,31484,974,Type-1 angiotensin II receptor,Homo sapiens
CHEMBL2274,2117,31467,283,Sphingosine 1-phosphate receptor Edg-8,Homo sapiens
CHEMBL2275,2118,31464,78,Sorbitol dehydrogenase,Homo sapiens
CHEMBL2276,2119,31566,1842,c-Jun N-terminal kinase 1,Homo sapiens
CHEMBL228,2123,32220,4156,Serotonin transporter,Homo sapiens
CHEMBL2281,2160,31469,30,Dopamine D5 receptor,Rattus norvegicus
CHEMBL2283,2162,31471,33,Carbonic anhydrase II,Bos taurus
CHEMBL2284,2163,31493,798,Glyceraldehyde-3-phosphate dehydrogenase liver,Homo sapiens
CHEMBL2285,2164,31479,395,ADAMTS5,Homo sapiens
CHEMBL2286,2165,31474,30,Endothelin receptor ET-A,Mus musculus
CHEMBL2288,2166,31475,150,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,Homo sapiens
CHEMBL2289,2167,31477,117,Beta-2 adrenergic receptor,Canis lupus familiaris
CHEMBL229,2168,31527,1425,Alpha-1a adrenergic receptor,Homo sapiens
CHEMBL2292,2170,31525,1312,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
CHEMBL230,2173,31691,2933,Cyclooxygenase-2,Homo sapiens
CHEMBL2304401,2176,31482,68,Cytosolic phospholipase A2,Bos taurus
CHEMBL2304402,2177,31483,88,Phosphodiesterase 5A,Canis lupus famiaris
CHEMBL2304404,2179,31489,318,Adenosine A1 receptor,Cavia porcellus
CHEMBL2304405,2180,31485,109,Neurokinin 2 receptor,Mesocricetus auratus
CHEMBL2305,2185,31490,30,Cathepsin L,Rattus norvegicus
CHEMBL231,2188,31550,1524,Histamine H1 receptor,Homo sapiens
CHEMBL2318,2202,31496,235,ADAMTS4,Homo sapiens
CHEMBL2319,2203,31495,124,Kallikrein 1,Homo sapiens
CHEMBL232,2204,31539,1386,Alpha-1b adrenergic receptor,Homo sapiens
CHEMBL2322,2218,31497,111,Renin,Rattus norvegicus
CHEMBL2323,2219,31499,111,Cathepsin B,Bos taurus
CHEMBL2325,2220,31500,39,G protein-coupled receptor 80,Rattus norvegicus
CHEMBL2326,2221,31504,380,Carbonic anhydrase VII,Homo sapiens
CHEMBL2327,2222,31522,941,Neurokinin 2 receptor,Homo sapiens
CHEMBL2329,2224,31503,184,Dihydrofolate reductase,Candida albicans
CHEMBL233,2225,32146,4089,Mu opioid receptor,Homo sapiens
CHEMBL2331,2226,31507,233,Phenylethanolamine N-methyltransferase,Bos taurus
CHEMBL2331048,2231,31510,41,Transmembrane protease serine 4,Homo sapiens
CHEMBL2331049,2232,31509,34,Vascular endothelial growth factor receptor 2,Danio rerio
CHEMBL2331070,2243,31514,32,Acid ceramidase,Rattus norvegicus
CHEMBL2334,2244,31598,1979,Caspase-3,Homo sapiens
CHEMBL2335,2245,31515,303,Lysosomal Pro-X carboxypeptidase,Homo sapiens
CHEMBL2336,2246,31516,202,MAP kinase p38 alpha,Mus musculus
CHEMBL2337,2247,31518,636,Glycine transporter 1,Homo sapiens
CHEMBL234,2249,31765,3133,Dopamine D3 receptor,Homo sapiens
CHEMBL2461,2349,31585,165,Prolyl endopeptidase,Sus scrofa
CHEMBL2468,2353,31591,1007,Death-associated protein kinase 3,Homo sapiens
CHEMBL247,2354,31686,2465,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1
CHEMBL2470,2355,31587,209,Cannabinoid CB2 receptor,Rattus norvegicus
CHEMBL2474,2358,31589,138,Methionine aminopeptidase 1,Homo sapiens
CHEMBL2476,2360,31590,65,Voltage-gated potassium channel subunit Kv7.2,Homo sapiens
CHEMBL248,2363,31623,1560,Leukocyte elastase,Homo sapiens
CHEMBL2480,2364,31592,84,Tyrosine-protein kinase LCK,Mus musculus
CHEMBL2487,2367,31593,263,Beta amyloid A4 protein,Homo sapiens
CHEMBL2488,2368,31594,246,Prostanoid EP2 receptor,Mus musculus
CHEMBL2489,2369,31596,249,Prostanoid EP4 receptor,Mus musculus
CHEMBL249,2370,31711,2446,Neurokinin 1 receptor,Homo sapiens
CHEMBL2490,2371,31597,99,Serotonin 2a (5-HT2a) receptor,Sus scrofa
CHEMBL2492,2372,31599,639,Neuronal acetylcholine receptor protein alpha-7 subunit,Homo sapiens
CHEMBL2493,2373,31615,763,CaM kinase I alpha,Homo sapiens
CHEMBL2494,2374,31600,108,CaM kinase IV,Homo sapiens
CHEMBL2496,2376,31601,266,P2X purinoceptor 7,Rattus norvegicus
CHEMBL2499,2379,31605,92,PI3-kinase p110-alpha subunit,Mus musculus
CHEMBL250,2380,31610,426,Platelet activating factor receptor,Homo sapiens
CHEMBL2501,2382,31607,65,Bradykinin B2 receptor,Rattus norvegicus
CHEMBL251,2387,32521,4081,Adenosine A2a receptor,Homo sapiens
CHEMBL2514,2389,31612,57,Neurotensin receptor 2,Homo sapiens
CHEMBL2517,2391,31614,52,Cathepsin F,Homo sapiens
CHEMBL2518,2392,31616,59,AICAR transformylase,Homo sapiens
CHEMBL252,2394,31645,1487,Endothelin receptor ET-A,Homo sapiens
CHEMBL2525,2399,31620,511,Beta secretase 2,Homo sapiens
CHEMBL2526,2400,31619,125,Methionine aminopeptidase 1,Saccharomyces cerevisiae S288c
CHEMBL2527,2401,31629,1102,Serine/threonine-protein kinase Chk2,Homo sapiens
CHEMBL2528,2402,31621,65,Butyrylcholinesterase,Mus musculus
CHEMBL253,2404,33501,4332,Cannabinoid CB2 receptor,Homo sapiens
CHEMBL2531,2406,31625,80,P2X purinoceptor 2,Homo sapiens
CHEMBL2534,2408,31642,1042,3-phosphoinositide dependent protein kinase-1,Homo sapiens
CHEMBL2536,2410,31627,110,Phospholipase D1,Homo sapiens
CHEMBL254,2413,31630,512,Phosphodiesterase 4A,Homo sapiens
CHEMBL2543,2415,31633,688,Casein kinase I gamma 2,Homo sapiens
CHEMBL2548,2419,31632,64,Neuropeptide Y receptor type 5,Rattus norvegicus
CHEMBL255,2421,31722,2256,Adenosine A2b receptor,Homo sapiens
CHEMBL2552,2422,31634,62,Carboxypeptidase B,Homo sapiens
CHEMBL2553,2423,31636,154,Ribosomal protein S6 kinase alpha 1,Homo sapiens
CHEMBL2555,2425,31637,47,Thymidylate synthase,Escherichia coli K-12
CHEMBL2558,2426,31638,84,Death-associated protein kinase 1,Homo sapiens
CHEMBL256,2428,32011,3438,Adenosine A3 receptor,Homo sapiens
CHEMBL2563,2430,31640,157,Histone deacetylase 5,Homo sapiens
CHEMBL2564,2431,31655,1023,Metabotropic glutamate receptor 5,Rattus norvegicus
CHEMBL2567,2434,31643,212,Protein kinase C alpha,Mus musculus
CHEMBL2568,2435,31649,517,Liver glycogen phosphorylase,Homo sapiens
CHEMBL2569,2436,31644,171,Microsomal triglyceride transfer protein large subunit,Homo sapiens
CHEMBL257,2437,31653,621,Angiotensin II type 2 (AT-2) receptor,Rattus norvegicus
CHEMBL2573,2439,31646,121,P-glycoprotein 3,Mus musculus
CHEMBL2575,2440,31647,219,Dihydrofolate reductase,Gallus gallus
CHEMBL2576,2476,31648,49,Dihydrofolate reductase,Saccharomyces cerevisiae S288c
CHEMBL2577,2477,31651,120,Sodium/hydrogen exchanger 1,Rattus norvegicus
CHEMBL2578,2478,31650,56,Scytalone dehydratase,Magnaporthe oryzae (strain 70-15 / FGSC 8958) (Rice blast fungus)(Pyricularia oryzae)
CHEMBL258,2480,31760,2615,Tyrosine-protein kinase LCK,Homo sapiens
CHEMBL2581,2481,31660,1187,Cathepsin D,Homo sapiens
CHEMBL259,2486,31807,2872,Melanocortin receptor 4,Homo sapiens
CHEMBL2590,2487,31656,569,Aminopeptidase N,Sus scrofa
CHEMBL2592,2488,31657,62,Adenosine A2b receptor,Rattus norvegicus
CHEMBL2593,2489,31658,58,Peptide N-myristoyltransferase 1,Homo sapiens
CHEMBL2595,2491,31662,937,Protein kinase C nu,Homo sapiens
CHEMBL2598,2493,31661,541,Protein kinase C iota,Homo sapiens
CHEMBL2599,2494,31676,1004,Tyrosine-protein kinase SYK,Homo sapiens
CHEMBL260,2495,32361,3889,MAP kinase p38 alpha,Homo sapiens
CHEMBL2601,2496,31664,31,Adenosine transporter 1,Trypanosoma brucei
CHEMBL2602,2497,31665,30,Cathepsin B,Rattus norvegicus
CHEMBL2605,2499,31666,74,Adenosine A2a receptor,Cavia porcellus
CHEMBL2608,2500,31667,42,Lysosomal alpha-glucosidase,Homo sapiens
CHEMBL261,2502,31881,3021,Carbonic anhydrase I,Homo sapiens
CHEMBL2611,2503,31672,413,Furin,Homo sapiens
CHEMBL2616,2506,31671,65,"Acetyl-CoA acetyltransferase, mitochondrial",Homo sapiens
CHEMBL2617,2507,31673,226,Tryptase beta-1,Homo sapiens
CHEMBL262,2509,31884,3058,Glycogen synthase kinase-3 beta,Homo sapiens
CHEMBL2622,2510,31674,507,Aldose reductase,Rattus norvegicus
CHEMBL2623,2511,31675,105,Acyl coenzyme A:cholesterol acyltransferase,Oryctolagus cuniculus
CHEMBL2625,2512,31679,340,Angiotensin-converting enzyme,Rattus norvegicus
CHEMBL2626,2513,31677,161,Renal dipeptidase,Sus scrofa
CHEMBL2627,2514,31678,86,Dihydrofolate reductase type 1,Escherichia coli
CHEMBL263,2515,31684,449,Type-1B angiotensin II receptor,Rattus norvegicus
CHEMBL2632,2517,31681,151,HLA class I histocompatibility antigen A-3,Homo sapiens
CHEMBL2633,2518,31682,39,Prostatic acid phosphatase,Homo sapiens
CHEMBL2634,2519,31683,166,Tyrosine-protein kinase CSK,Homo sapiens
CHEMBL2635,2520,31685,630,Dual specificity protein phosphatase 3,Homo sapiens
CHEMBL2637,2521,31697,1211,c-Jun N-terminal kinase 3,Homo sapiens
CHEMBL264,2523,31923,3134,Histamine H3 receptor,Homo sapiens
CHEMBL2647,2529,31689,182,Neurokinin 2 receptor,Cavia porcellus
CHEMBL2649,2530,31690,167,Cyclooxygenase-1,Mus musculus
CHEMBL265,2531,31708,992,Dopamine D1 receptor,Rattus norvegicus
CHEMBL2652,2532,31692,266,Phosphodiesterase 2A,Homo sapiens
CHEMBL2654,2533,31693,42,cAMP-dependent protein kinase alpha-catalytic subunit,Bos taurus
CHEMBL2659,2537,31694,54,Vasopressin V1b receptor,Rattus norvegicus
CHEMBL266,2538,31695,64,Alpha-2b adrenergic receptor,Rattus norvegicus
CHEMBL2664,2541,31698,124,Adenosylhomocysteinase,Homo sapiens
CHEMBL2669,2544,31700,36,Serine-threonine protein phosphatase 2A regulatory subunit,Gallus gallus
CHEMBL267,2545,32278,3650,Tyrosine-protein kinase SRC,Homo sapiens
CHEMBL2672,2548,31701,32,Muscarinic acetylcholine receptor M1,Bos taurus
CHEMBL2675,2551,31702,36,Glutamate receptor ionotropic kainate 5,Homo sapiens
CHEMBL2676,2552,31703,83,Endothelin-converting enzyme 1,Rattus norvegicus
CHEMBL268,2553,31747,1829,Cathepsin K,Homo sapiens
CHEMBL2687,2559,31705,32,RNase L,Mus musculus
CHEMBL2688,2560,31706,231,Hexokinase type I,Homo sapiens
CHEMBL2689,2561,31707,429,Macrophage-stimulating protein receptor,Homo sapiens
CHEMBL269,2562,31755,1814,Delta opioid receptor,Rattus norvegicus
CHEMBL2693,2563,31709,70,Cystinyl aminopeptidase,Homo sapiens
CHEMBL2695,2564,31733,1107,Focal adhesion kinase 1,Homo sapiens
CHEMBL270,2567,31848,2578,Mu opioid receptor,Rattus norvegicus
CHEMBL2828,2730,31790,882,Casein kinase I delta,Homo sapiens
CHEMBL283,2731,31855,1976,Matrix metalloproteinase 3,Homo sapiens
CHEMBL2830,2732,31782,105,Voltage-gated L-type calcium channel alpha-1C subunit,Oryctolagus cuniculus
CHEMBL2835,2734,31786,386,Tyrosine-protein kinase JAK1,Homo sapiens
CHEMBL284,2737,32326,3429,Dipeptidyl peptidase IV,Homo sapiens
CHEMBL2842,2739,31814,1487,FK506 binding protein 12,Homo sapiens
CHEMBL2845,2740,31787,42,Protein phosphatase 2C beta,Homo sapiens
CHEMBL285,2743,31791,721,Acyl coenzyme A:cholesterol acyltransferase 1,Rattus norvegicus
CHEMBL2850,2744,31803,1211,Glycogen synthase kinase-3 alpha,Homo sapiens
CHEMBL2851,2745,31794,396,Metabotropic glutamate receptor 2,Rattus norvegicus
CHEMBL2854,2748,31800,605,Cholecystokinin B receptor,Mus musculus
CHEMBL2857,2751,31796,473,Human rhinovirus A protease,Human rhinovirus sp.
CHEMBL2858,2752,31795,406,Mu opioid receptor,Mus musculus
CHEMBL286,2753,32021,2585,Renin,Homo sapiens
CHEMBL2860,2754,31797,62,Cyclooxygenase-1,Bos taurus
CHEMBL2864,2756,31798,60,6-O-methylguanine-DNA methyltransferase,Homo sapiens
CHEMBL2866,2757,31799,43,S-adenosylhomocysteine nucleosidase,Escherichia coli K-12
CHEMBL2868,2759,31801,395,Vasopressin V1a receptor,Rattus norvegicus
CHEMBL287,2761,31868,1875,Sigma opioid receptor,Homo sapiens
CHEMBL2870,2762,31802,86,Methionyl-tRNA synthetase,Homo sapiens
CHEMBL2871,2763,31841,1261,Cholecystokinin A receptor,Rattus norvegicus
CHEMBL2872,2764,31804,143,Mitogen-activated protein kinase kinase kinase 9,Homo sapiens
CHEMBL2873,2765,31805,115,Mitogen-activated protein kinase kinase kinase 10,Homo sapiens
CHEMBL2878,2766,31806,39,Histone deacetylase 6,Mus musculus
CHEMBL288,2767,31809,537,Phosphodiesterase 4D,Homo sapiens
CHEMBL2882,2769,31810,399,Histamine H2 receptor,Cavia porcellus
CHEMBL2883,2770,31811,91,"Thymidine kinase, cytosolic",Homo sapiens
CHEMBL2885,2771,31812,105,Carbonic anhydrase III,Homo sapiens
CHEMBL2888,2772,31813,89,Metabotropic glutamate receptor 3,Homo sapiens
CHEMBL2889,2773,31817,494,Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP,Homo sapiens
CHEMBL289,2774,32138,2851,Cytochrome P450 2D6,Homo sapiens
CHEMBL2896,2777,31824,579,cGMP-dependent protein kinase 2,Homo sapiens
CHEMBL2897,2778,31818,92,Dual specificity mitogen-activated protein kinase kinase 4,Homo sapiens
CHEMBL2898,2779,31819,35,NF-kappaB inhibitor alpha,Homo sapiens
CHEMBL2899,2780,31820,50,Brain adenylate cyclase 1,Homo sapiens
CHEMBL290,2781,31821,104,Phosphodiesterase 3B,Homo sapiens
CHEMBL2902,2783,31823,267,Dihydrofolate reductase,Lactobacillus casei
CHEMBL2903,2784,31832,246,Arachidonate 15-lipoxygenase,Homo sapiens
CHEMBL2908,2786,31825,33,11-beta-hydroxysteroid dehydrogenase 2,Rattus norvegicus
CHEMBL291,2787,31827,107,Phosphodiesterase 4C,Homo sapiens
CHEMBL2912,2790,31830,46,AMP deaminase 3,Homo sapiens
CHEMBL2916,2792,31843,577,Telomerase reverse transcriptase,Homo sapiens
CHEMBL2918,2793,31831,89,cAMP-dependent protein kinase beta-1 catalytic subunit,Homo sapiens
CHEMBL2919,2794,31836,125,Glutamate receptor ionotropic kainate 1,Rattus norvegicus
CHEMBL2934,2804,31838,39,Microsomal triglyceride transfer protein large subunit,Bos taurus
CHEMBL2935,2805,31840,81,Purine nucleoside phosphorylase,Bos taurus
CHEMBL2938,2807,31846,955,Protein kinase C gamma,Homo sapiens
CHEMBL2939,2808,31845,843,MAP kinase p38 delta,Homo sapiens
CHEMBL2940,2809,31842,84,Immunoglobulin epsilon Fc receptor,Homo sapiens
CHEMBL2949,2813,31858,1158,Cyclooxygenase-1,Ovis aries
CHEMBL2954,2816,31894,1703,Cathepsin S,Homo sapiens
CHEMBL2955,2817,31851,492,Sphingosine 1-phosphate receptor Edg-5,Homo sapiens
CHEMBL2959,2820,31867,1238,Tyrosine-protein kinase ITK/TSK,Homo sapiens
CHEMBL2963,2857,31850,35,Matrix metalloproteinase 15,Homo sapiens
CHEMBL2964,2858,31852,392,Dual specificity mitogen-activated protein kinase kinase 2,Homo sapiens
CHEMBL2966,2859,31853,371,Adenosine deaminase,Bos taurus
CHEMBL2967,2860,31854,285,Dopamine D1 receptor,Bos taurus
CHEMBL2971,2864,31952,1862,Tyrosine-protein kinase JAK2,Homo sapiens
CHEMBL2973,2865,31899,1521,Rho-associated protein kinase 2,Homo sapiens
CHEMBL2977,2868,31857,41,Cyclooxygenase-2,Rattus norvegicus
CHEMBL2978,2869,31859,131,Somatostatin receptor 2,Rattus norvegicus
CHEMBL298,2870,31918,1585,Cholecystokinin B receptor,Homo sapiens
CHEMBL2980,2871,31860,210,Arachidonate 5-lipoxygenase,Bos taurus
CHEMBL2982,2873,31861,60,Adenosine kinase,Toxoplasma gondii
CHEMBL2988,2878,31866,39,Cholesterol esterase,Bos taurus
CHEMBL299,2879,31872,1003,Protein kinase C alpha,Homo sapiens
CHEMBL2991,2881,31869,74,Dihydroorotate dehydrogenase,Mus musculus
CHEMBL2992,2882,31870,31,Dopamine beta-hydroxylase,Rattus norvegicus
CHEMBL2993,2883,31879,647,Monoamine oxidase B,Rattus norvegicus
CHEMBL2996,2886,31925,1403,Protein kinase C delta,Homo sapiens
CHEMBL2997,2887,31873,31,AMP deaminase 2,Homo sapiens
CHEMBL2998,2888,31874,68,P2X purinoceptor 3,Homo sapiens
CHEMBL2999,2889,31875,83,Serine/threonine-protein kinase PAK 3,Homo sapiens
CHEMBL3004,2892,31878,326,Multidrug resistance-associated protein 1,Homo sapiens
CHEMBL3009,2896,31897,789,Receptor protein-tyrosine kinase erbB-4,Homo sapiens
CHEMBL301,2897,32141,2577,Cyclin-dependent kinase 2,Homo sapiens
CHEMBL3012,2899,31889,320,Phosphodiesterase 7A,Homo sapiens
CHEMBL3014,2901,31883,44,Tyrosine-protein kinase SRC,Rattus norvegicus
CHEMBL3018,2902,31885,141,Matriptase,Homo sapiens
CHEMBL302,2904,31969,1649,Adenosine A2a receptor,Rattus norvegicus
CHEMBL3021,2906,31887,48,Estrogen receptor beta,Rattus norvegicus
CHEMBL3024,2908,31953,1443,Serine/threonine-protein kinase PLK1,Homo sapiens
CHEMBL3025,2909,31890,190,Carbonic anhydrase VI,Homo sapiens
CHEMBL3026,2910,31891,40,GABA receptor alpha-3 subunit,Homo sapiens
CHEMBL3027,2911,31892,48,Neurotensin receptor 1,Rattus norvegicus
CHEMBL3028,2912,31893,71,Hypoxia-inducible factor prolyl hydroxylase 1,Homo sapiens
CHEMBL3032,2914,31907,782,Protein kinase N2,Homo sapiens
CHEMBL3034,2915,31895,40,Cathepsin K,Rattus norvegicus
CHEMBL3037,2916,31896,147,Cannabinoid CB1 receptor,Mus musculus
CHEMBL304,2918,31962,1482,Norepinephrine transporter,Rattus norvegicus
CHEMBL3041,2920,31898,62,Mu opioid receptor,Bos taurus
CHEMBL3045,2922,31902,411,Protein kinase C beta,Homo sapiens
CHEMBL3047,2924,31901,47,Hypoxia-inducible factor prolyl 4-hydroxylase,Homo sapiens
CHEMBL3048,2925,31905,407,"Nitric-oxide synthase, brain",Rattus norvegicus
CHEMBL3055,2930,31912,543,Cyclin-dependent kinase 7,Homo sapiens
CHEMBL3056,2931,31906,85,Androgen Receptor,Mus musculus
CHEMBL3060,2934,31911,416,Glycine transporter 2,Homo sapiens
CHEMBL3062,2936,31909,121,"Myosin light chain kinase, smooth muscle",Gallus gallus
CHEMBL3066,2939,31946,940,Gonadotropin-releasing hormone receptor,Rattus norvegicus
CHEMBL3067,2940,31913,65,Metabotropic glutamate receptor 3,Rattus norvegicus
CHEMBL3068,2941,31914,112,Neuronal acetylcholine receptor subunit alpha-3,Homo sapiens
CHEMBL307,2943,31915,177,Neuronal acetylcholine receptor protein alpha-4 subunit,Rattus norvegicus
CHEMBL3070,2944,31917,155,Intercellular adhesion molecule-1,Homo sapiens
CHEMBL3072,2946,31932,478,Androgen Receptor,Rattus norvegicus
CHEMBL3074,2947,31919,35,Tyrosine-protein kinase SRC,Mus musculus
CHEMBL308,2987,32039,1852,Cyclin-dependent kinase 1,Homo sapiens
CHEMBL3081,2988,31922,305,Aldose reductase,Bos taurus
CHEMBL3084,2989,31924,33,Retinoid X receptor alpha,Mus musculus
CHEMBL3085,2990,31926,87,Excitatory amino acid transporter 1,Homo sapiens
CHEMBL309,2994,31939,512,Muscarinic acetylcholine receptor M2,Rattus norvegicus
CHEMBL3092,2996,31929,68,Cathepsin E,Homo sapiens
CHEMBL3094,2998,31943,631,MAP kinase-activated protein kinase 5,Homo sapiens
CHEMBL3102,3004,31933,32,Dopamine beta-hydroxylase,Homo sapiens
CHEMBL3105,3005,31977,1295,Poly [ADP-ribose] polymerase-1,Homo sapiens
CHEMBL3106,3006,31934,118,Thymidine phosphorylase,Homo sapiens
CHEMBL3107,3007,31935,53,Basic fibroblast growth factor,Homo sapiens
CHEMBL311,3009,31936,234,Glutamate [NMDA] receptor subunit epsilon 2,Rattus norvegicus
CHEMBL3114,3012,31938,110,Sucrase-isomaltase,Rattus norvegicus
CHEMBL3116,3013,31945,507,Cyclin-dependent kinase 9,Homo sapiens
CHEMBL3117,3014,31940,93,Choline kinase alpha,Homo sapiens
CHEMBL312,3017,32010,1507,Arachidonate 5-lipoxygenase,Rattus norvegicus
CHEMBL3122,3019,31944,152,Alpha-1b adrenergic receptor,Mesocricetus auratus
CHEMBL3123,3020,31947,82,Death-associated protein kinase 2,Homo sapiens
CHEMBL3125,3021,31949,116,Ribosomal protein S6 kinase alpha 4,Homo sapiens
CHEMBL313,3024,32860,3527,Serotonin transporter,Rattus norvegicus
CHEMBL3130,3025,31979,1119,PI3-kinase p110-delta subunit,Homo sapiens
CHEMBL3138,3030,31955,614,Dopamine D3 receptor,Rattus norvegicus
CHEMBL3142,3033,31956,690,DNA-dependent protein kinase,Homo sapiens
CHEMBL3145,3036,31988,1056,PI3-kinase p110-beta subunit,Homo sapiens
CHEMBL315,3040,31957,360,Alpha-1b adrenergic receptor,Rattus norvegicus
CHEMBL3150,3041,31958,49,Vitamin D receptor,Rattus norvegicus
CHEMBL3151,3042,31960,298,Intestinal alkaline phosphatase,Mus musculus
CHEMBL3154,3043,31959,119,Neurokinin 3 receptor,Rattus norvegicus
CHEMBL3155,3044,32008,1171,Serotonin 7 (5-HT7) receptor,Homo sapiens
CHEMBL3156,3045,31961,156,Thromboxane A2 receptor,Rattus norvegicus
CHEMBL3157,3046,31964,574,Bradykinin B2 receptor,Homo sapiens
CHEMBL3160,3048,31963,470,Thymidylate synthase,Mus musculus
CHEMBL3161,3049,31965,48,Leukocyte adhesion molecule-1,Homo sapiens
CHEMBL3166,3051,31967,144,Protein-tyrosine phosphatase 1C,Homo sapiens
CHEMBL317,3054,31966,83,Muscarinic acetylcholine receptor M4,Rattus norvegicus
CHEMBL3171,3055,31970,95,Folylpoly-gamma-glutamate synthetase,Homo sapiens
CHEMBL3176,3059,31972,137,Galanin receptor 2,Homo sapiens
CHEMBL318,3062,32430,2866,Adenosine A1 receptor,Rattus norvegicus
CHEMBL3180,3063,31973,149,Carboxylesterase 2,Homo sapiens
CHEMBL3181,3064,31981,336,Estradiol 17-beta-dehydrogenase 1,Homo sapiens
CHEMBL3186,3068,31975,31,Beta tubulin,Leishmania donovani
CHEMBL3187,3069,31976,37,Insulin receptor,Mus musculus
CHEMBL3189,3070,31978,53,Adenylate cyclase type V,Homo sapiens
CHEMBL319,3071,32002,692,Alpha-1a adrenergic receptor,Rattus norvegicus
CHEMBL3190,3072,31980,125,"Glutamate receptor ionotropic, AMPA 4",Homo sapiens
CHEMBL3192,3074,32001,601,Histone deacetylase 8,Homo sapiens
CHEMBL3194,3075,31982,50,Transthyretin,Homo sapiens
CHEMBL3195,3111,31984,45,Glycine transporter 2,Rattus norvegicus
CHEMBL3198,3113,31986,229,Acetylcholinesterase,Mus musculus
CHEMBL3199,3114,32012,894,Acetylcholinesterase,Rattus norvegicus
CHEMBL320,3115,31990,298,Muscarinic acetylcholine receptor M3,Rattus norvegicus
CHEMBL3201,3117,31989,212,Aryl hydrocarbon receptor,Homo sapiens
CHEMBL3202,3118,32000,338,Prolyl endopeptidase,Homo sapiens
CHEMBL3203,3119,31991,57,4-hydroxyphenylpyruvate dioxygenase,Sus scrofa
CHEMBL3204,3120,31994,57,Plasminogen,Rattus norvegicus
CHEMBL321,3124,32282,2615,Matrix metalloproteinase 9,Homo sapiens
CHEMBL3218,3131,31998,33,CD22,Homo sapiens
CHEMBL322,3133,32088,1648,Serotonin 2a (5-HT2a) receptor,Rattus norvegicus
CHEMBL3222,3134,32033,1086,Delta opioid receptor,Mus musculus
CHEMBL3223,3135,32006,365,Serotonin 7 (5-HT7) receptor,Rattus norvegicus
CHEMBL3224,3136,32003,43,C-8 sterol isomerase,Saccharomyces cerevisiae S288c
CHEMBL3226,3138,32005,31,Imidazoleglycerol-phosphate dehydratase,Cryptococcus neoformans var. neoformans B-3501A
CHEMBL3227,3139,32089,1584,Metabotropic glutamate receptor 5,Homo sapiens
CHEMBL3228,3140,32007,43,Metabotropic glutamate receptor 8,Homo sapiens
CHEMBL3229,3141,32058,1240,Anandamide amidohydrolase,Rattus norvegicus
CHEMBL323,3142,32009,213,Serotonin 2b (5-HT2b) receptor,Rattus norvegicus
CHEMBL3230,3143,32020,573,Sphingosine 1-phosphate receptor Edg-6,Homo sapiens
CHEMBL3231,3144,32087,1480,Rho-associated protein kinase 1,Homo sapiens
CHEMBL3234,3145,32017,413,Tyrosine-protein kinase HCK,Homo sapiens
CHEMBL3235,3146,32013,38,Isoleucyl-tRNA synthetase,Homo sapiens
CHEMBL3236,3147,32014,93,Protein-tyrosine phosphatase G1,Homo sapiens
CHEMBL324,3151,32026,575,Serotonin 2c (5-HT2c) receptor,Rattus norvegicus
CHEMBL3241,3153,32019,36,Histamine N-methyltransferase,Rattus norvegicus
CHEMBL3242,3154,32051,949,Carbonic anhydrase XII,Homo sapiens
