flow,rows_id,fold
neuralnet,climate-model-simulation-crashes_task-9980,8
neuralnet,wilt_task-9889,9
neuralnet,delta_elevators_task-3684,10
neuralnet,optdigits_task-3843,1
neuralnet,pc3_task-3903,2
neuralnet,chscase_census6_task-3763,3
neuralnet,pc1_task-3918,4
neuralnet,ozone-level-8hr_task-9978,5
neuralnet,fri_c3_500_5_task-3615,6
neuralnet,fri_c2_1000_10_task-3776,7
neuralnet,lsvt_task-9975,8
neuralnet,fri_c1_1000_10_task-3773,9
nnet,ecoli_task-38,1
nnet,cpu_small_task-3601,2
nnet,kr-vs-kp_task-3,3
nnet,lowbwt_task-3804,4
nnet,one-hundred-plants-texture_task-9956,5
nnet,haberman_task-42,6
nnet,autoUniv-au4-2500_task-9908,7
nnet,disclosure_x_tampered_task-3660,8
nnet,triazines_task-3653,9
nnet,analcatdata_germangss_task-3564,10
nnet,chatfield_4_task-3685,1
nnet,fri_c4_1000_50_task-3662,2
nnet,fri_c2_100_25_task-3641,3
nnet,fri_c3_250_10_task-3658,4
nnet,jEdit_4.2_4.3_task-3901,5
nnet,one-hundred-plants-margin_task-9954,6
nnet,PieChart4_task-10100,7
nnet,diabetes_task-37,8
nnet,volcanoes-b3_task-9929,9
nnet,fri_c3_250_25_task-3697,10
nnet,autoUniv-au7-1100_task-9906,1
nnet,fri_c0_500_50_task-3751,2
nnet,glass_task-40,3
nnet,robot-failures-lp5_task-9938,4
nnet,fri_c0_500_10_task-3806,5
nnet,anneal_task-1,6
nnet,fri_c2_250_10_task-3695,7
nnet,Smartphone-Based_Recognition_of_Human_Activities_task-10104,8
nnet,kc1-top5_task-3898,9
nnet,fri_c4_100_25_task-3732,10
nnet,fertility_task-9984,1
nnet,optdigits_task-3843,2
nnet,optdigits_task-28,3
nnet,fri_c2_1000_25_task-3766,4
nnet,ada_agnostic_task-3896,5
nnet,autoPrice_task-3622,6
nnet,fri_c3_250_50_task-3737,7
nnet,car_task-21,8
nnet,analcatdata_vineyard_task-3590,9
nnet,kdd_JapaneseVowels_task-3839,10
nnet,vowel_task-3022,1
nnet,arsenic-male-lung_task-3814,2
nnet,chscase_census6_task-3763,3
nnet,puma8NH_task-3681,4
nnet,wisconsin_task-3619,5
nnet,planning-relax_task-9953,6
nnet,vowel_task-3879,7
nnet,ecoli_task-3874,8
nnet,2dplanes_task-3593,9
nnet,mc1_task-3907,10
nnet,molecular-biology_promoters_task-3819,1
nnet,blood-transfusion-service-center_task-10101,2
nnet,PieChart3_task-10099,3
nnet,mfeat-fourier_task-14,4
nnet,bank32nh_task-3698,5
nnet,fri_c1_250_50_task-3635,6
nnet,fri_c4_500_50_task-3670,7
nnet,fri_c0_1000_10_task-3710,8
nnet,splice_task-3816,9
nnet,parkinsons_task-9951,10
nnet,bodyfat_task-3644,1
nnet,badges2_task-3955,2
nnet,cardiotocography_task-9979,3
nnet,flags_task-3018,4
nnet,qsar-biodeg_task-9957,5
nnet,kc1-binary_task-3916,6
nnet,prnn_crabs_task-3539,7
nnet,visualizing_soil_task-3786,8
nnet,fri_c0_250_5_task-3642,9
nnet,wine_task-3836,10
nnet,tae_task-47,1
nnet,BNG(breast-w)_task-2142,2
nnet,autoUniv-au7-700_task-9905,3
nnet,segment_task-36,4
nnet,balance-scale_task-11,5
nnet,breast-tissue_task-10095,6
nnet,mu284_task-3744,7
nnet,fri_c3_250_5_task-3610,8
nnet,chscase_funds_task-3666,9
nnet,hayes-roth_task-3837,10
nnet,cmc_task-23,1
nnet,rmftsa_sleepdata_task-3607,2
nnet,fri_c3_1000_25_task-3581,3
nnet,fri_c0_100_5_task-3620,4
nnet,teachingAssistant_task-3949,5
nnet,balloon_task-3777,6
nnet,leaf_task-9973,7
nnet,analcatdata_dmft_task-3560,8
nnet,cardiotocography_task-9898,9
nnet,page-blocks_task-30,10
nnet,spambase_task-43,1
nnet,MegaWatt1_task-7556,2
nnet,sleuth_case2002_task-3765,3
nnet,mfeat-morphological_task-3825,4
nnet,pc1_task-3918,5
nnet,no2_task-3749,6
nnet,analcatdata_wildcat_task-3614,7
nnet,nursery_task-3822,8
nnet,letter_task-6,9
nnet,autoUniv-au6-1000_task-9902,10
nnet,robot-failures-lp4_task-9937,1
nnet,iris_task-59,2
nnet,fri_c4_500_100_task-3608,3
nnet,disclosure_z_task-3794,4
nnet,eye_movements_task-3897,5
nnet,zoo_task-60,6
nnet,autoUniv-au6-400_task-9907,7
nnet,fri_c3_100_50_task-3582,8
nnet,fri_c4_100_10_task-3742,9
nnet,fri_c0_1000_25_task-3714,10
nnet,strikes_task-3636,1
nnet,iris_task-3832,2
nnet,Click_prediction_small_task-7295,3
nnet,kc2_task-3913,4
nnet,page-blocks_task-3884,5
nnet,fri_c4_100_50_task-3795,6
nnet,fri_c2_1000_5_task-3775,7
nnet,volcanoes-c1_task-9933,8
nnet,fri_c2_250_50_task-3741,9
nnet,PieChart1_task-10097,10
nnet,bank8FM_task-3591,1
nnet,analcatdata_boxing1_task-3540,2
nnet,acute-inflammations_task-10089,3
nnet,sensory_task-3691,4
nnet,fri_c2_500_25_task-3743,5
nnet,space_ga_task-3603,6
nnet,chess_task-3952,7
nnet,fri_c1_250_25_task-3612,8
nnet,Australian_task-3019,9
nnet,housing_task-3718,10
nnet,visualizing_environmental_task-3602,1
nnet,jEdit_4.0_4.2_task-3921,2
nnet,chscase_census3_task-3771,3
nnet,fri_c2_250_25_task-3659,4
nnet,machine_cpu_task-3599,5
nnet,fri_c0_1000_50_task-3767,6
nnet,fri_c4_100_100_task-3693,7
nnet,thoracic-surgery_task-9969,8
nnet,fri_c2_100_50_task-3785,9
nnet,pollen_task-3735,10
nnet,scene_task-3485,1
nnet,fri_c3_100_5_task-3779,2
nnet,visualizing_livestock_task-3577,3
nnet,abalone_task-2075,4
nnet,cpu_act_task-3627,5
nnet,collins_task-3567,6
nnet,analcatdata_creditscore_task-3552,7
nnet,segment_task-3821,8
nnet,lymph_task-3869,9
nnet,PizzaCutter3_task-7549,10
nnet,synthetic_control_task-3512,1
nnet,one-hundred-plants-shape_task-9955,2
nnet,eeg-eye-state_task-9983,3
nnet,splice_task-45,4
nnet,volcanoes-b2_task-9928,5
nnet,mfeat-karhunen_task-3883,6
nnet,hill-valley_task-9893,7
nnet,heart-h_task-9894,8
nnet,oil_spill_task-3484,9
nnet,prnn_fglass_task-3859,10
nnet,ar6_task-3914,1
nnet,rabe_266_task-3647,2
nnet,mammography_task-3483,3
nnet,analcatdata_michiganacc_task-3637,4
nnet,houses_task-3688,5
nnet,fri_c1_1000_10_task-3773,6
nnet,kin8nm_task-3672,7
nnet,SPECTF_task-3496,8
nnet,chscase_census5_task-3769,9
nnet,fri_c4_250_25_task-3796,10
nnet,prnn_synth_task-3555,1
nnet,fri_c3_500_50_task-3800,2
nnet,volcanoes-b1_task-9927,3
nnet,rmftsa_ladata_task-3583,4
nnet,analcatdata_lawsuit_task-3542,5
nnet,nursery_task-9892,6
nnet,grub-damage_task-3888,7
nnet,prnn_fglass_task-3815,8
nnet,fri_c0_100_50_task-3715,9
nnet,analcatdata_dmft_task-3877,10
nnet,ringnorm_task-9959,1
nnet,wall-robot-navigation_task-9960,2
nnet,ozone-level-8hr_task-9978,3
nnet,volcanoes-a1_task-10103,4
nnet,fri_c1_100_10_task-3654,5
nnet,fri_c3_1000_5_task-3678,6
nnet,steel-plates-fault_task-9967,7
nnet,fri_c0_250_25_task-3639,8
nnet,pc1_req_task-4001,9
nnet,pendigits_task-3882,10
nnet,monks-problems-2_task-3493,1
nnet,dresses-sales_task-9982,2
nnet,fri_c3_1000_50_task-3671,3
nnet,spectrometer_task-3486,4
nnet,fri_c0_100_25_task-3752,5
nnet,heart-long-beach_task-9947,6
nnet,chscase_vine2_task-3679,7
nnet,analcatdata_authorship_task-3549,8
nnet,analcatdata_apnea1_task-3633,9
nnet,iris_task-7306,10
nnet,bank-marketing_task-9899,1
nnet,mfeat-zernike_task-22,2
nnet,quake_task-3811,3
nnet,humandevel_task-3787,4
nnet,tecator_task-3716,5
nnet,breast-tissue_task-9897,6
nnet,chscase_census2_task-3772,7
nnet,CostaMadre1_task-7557,8
nnet,lsvt_task-9975,9
nnet,wholesale-customers_task-9988,10
nnet,first-order-theorem-proving_task-9985,1
nnet,fri_c1_1000_5_task-3609,2
nnet,CastMetal1_task-10096,3
nnet,balance-scale_task-3860,4
nnet,fri_c2_250_5_task-3774,5
nnet,car_task-3854,6
nnet,arsenic-female-lung_task-3813,7
nnet,fri_c4_500_10_task-3720,8
nnet,banknote-authentication_task-10093,9
nnet,puma32H_task-3618,10
nnet,vehicle_task-53,1
nnet,kc1_task-3917,2
nnet,chscase_geyser1_task-3758,3
nnet,glass_task-3868,4
nnet,hill-valley_task-9970,5
nnet,fri_c0_1000_5_task-3664,6
nnet,fri_c1_100_50_task-3740,7
nnet,fri_c4_1000_10_task-3617,8
nnet,phoneme_task-9952,9
nnet,cloud_task-3753,10
nnet,wilt_task-9914,1
nnet,abalone_task-9900,2
nnet,kropt_task-2076,3
nnet,pm10_task-3616,4
nnet,fri_c0_500_5_task-3747,5
nnet,wine_task-2382,6
nnet,analcatdata_boxing2_task-3538,7
nnet,mfeat-factors_task-3841,8
nnet,PieChart2_task-10098,9
nnet,wdbc_task-9946,10
nnet,volcanoes-a2_task-9924,1
nnet,delta_elevators_task-3684,2
nnet,fri_c3_500_5_task-3615,3
nnet,sonar_task-39,4
nnet,MegaWatt1_task-7547,5
nnet,servo_task-3613,6
nnet,qualitative-bankruptcy_task-9958,7
nnet,fri_c0_250_50_task-3598,8
nnet,pol_task-3588,9
nnet,seismic-bumps_task-9963,10
nnet,monks-problems-1_task-3492,1
nnet,fri_c2_500_50_task-3783,2
nnet,fri_c0_500_25_task-3789,3
nnet,volcanoes-a3_task-9925,4
nnet,autoUniv-au6-750_task-9904,5
nnet,hayes-roth_task-3491,6
nnet,fri_c0_250_10_task-3629,7
nnet,wind_task-3712,8
nnet,fri_c3_100_25_task-3634,9
nnet,fri_c4_1000_25_task-3589,10
nnet,wilt_task-9889,1
nnet,analcatdata_apnea3_task-3630,2
nnet,collins_task-3850,3
nnet,analcatdata_seropositive_task-3784,4
nnet,pc2_task-3919,5
nnet,kc3_task-3915,6
nnet,disclosure_x_bias_task-3640,7
nnet,mw1_task-3920,8
nnet,PizzaCutter3_task-7559,9
nnet,SPECT_task-3495,10
nnet,volcanoes-e4_task-9918,1
nnet,fri_c2_500_10_task-3733,2
nnet,backache_task-3554,3
nnet,ailerons_task-3600,4
nnet,fri_c4_500_25_task-3703,5
nnet,cpu_task-3661,6
nnet,spectrometer_task-3817,7
nnet,credit-g_task-31,8
nnet,JapaneseVowels_task-3510,9
nnet,heart-statlog_task-52,10
nnet,fri_c0_100_10_task-3673,1
nnet,wholesale-customers_task-9991,2
nnet,plasma_retinol_task-3778,3
nnet,fri_c1_500_50_task-3632,4
nnet,mfeat-karhunen_task-16,5
nnet,analcatdata_chlamydia_task-3739,6
nnet,kdd_synthetic_control_task-3867,7
nnet,fri_c3_500_10_task-3799,8
nnet,autoUniv-au7-500_task-9903,9
nnet,letter_task-3840,10
nnet,vehicle_task-3857,1
nnet,lymph_task-10,2
nnet,BNG(cmc)_task-2146,3
nnet,rmftsa_ctoarrivals_task-3676,4
nnet,arsenic-female-bladder_task-3812,5
nnet,arsenic-male-bladder_task-3810,6
nnet,fri_c2_100_10_task-3628,7
nnet,datatrieve_task-3923,8
nnet,analcatdata_authorship_task-3833,9
nnet,mv_task-3745,10
nnet,fri_c2_1000_50_task-3730,1
nnet,fri_c3_100_10_task-3648,2
nnet,delta_ailerons_task-3668,3
nnet,mc2_task-3905,4
nnet,PizzaCutter1_task-7548,5
nnet,fri_c1_500_25_task-3645,6
nnet,heart-switzerland_task-9948,7
nnet,ionosphere_task-57,8
nnet,anneal_task-2867,9
nnet,ar4_task-3911,10
nnet,MagicTelescope_task-3954,1
nnet,PopularKids_task-3937,2
nnet,fri_c1_250_5_task-3596,3
nnet,fri_c4_250_100_task-3699,4
nnet,energy-efficiency_task-9990,5
nnet,fried_task-3764,6
nnet,yeast_ml8_task-3488,7
nnet,house_8L_task-3708,8
nnet,volcanoes-d2_task-9921,9
nnet,vertebra-column_task-9939,10
nnet,fri_c1_500_5_task-3734,1
nnet,pc3_task-3903,2
nnet,acute-inflammations_task-9901,3
nnet,pendigits_task-32,4
nnet,analcatdata_challenger_task-3876,5
nnet,fri_c3_1000_10_task-3606,6
nnet,volcanoes-b4_task-9930,7
nnet,yeast_task-2073,8
nnet,cal_housing_task-3687,9
nnet,volcanoes-e5_task-9919,10
nnet,mfeat-morphological_task-18,1
nnet,electricity_task-219,2
nnet,volcanoes-b6_task-9932,3
nnet,fri_c4_1000_100_task-3584,4
nnet,zoo_task-3828,5
nnet,seeds_task-9962,6
nnet,banana_task-10091,7
nnet,semeion_task-9964,8
nnet,abalone_task-3586,9
nnet,fri_c2_1000_10_task-3776,10
nnet,quake_task-3638,1
nnet,volcanoes-d1_task-9920,2
nnet,fruitfly_task-3580,3
nnet,boston_task-3736,4
nnet,nursery_task-26,5
nnet,volcanoes-e1_task-9915,6
nnet,ilpd_task-9971,7
nnet,diggle_table_a2_task-3683,8
nnet,tamilnadu-electricity_task-9968,9
nnet,twonorm_task-9943,10
nnet,BNG(tic-tac-toe)_task-206,1
nnet,vinnie_task-3724,2
nnet,volcanoes-e3_task-9917,3
nnet,rmftsa_sleepdata_task-3574,4
nnet,mfeat-factors_task-12,5
nnet,wall-robot-navigation_task-9942,6
nnet,veteran_task-3585,7
nnet,elevators_task-3711,8
nnet,auto_price_task-3611,9
nnet,analcatdata_neavote_task-3729,10
nnet,grub-damage_task-3497,1
nnet,monks-problems-3_task-3494,2
nnet,tae_task-3818,3
nnet,mfeat-zernike_task-3858,4
nnet,boston_corrected_task-3690,5
nnet,fri_c3_500_25_task-3759,6
nnet,mfeat-fourier_task-3834,7
nnet,waveform-5000_task-3842,8
nnet,fri_c2_500_5_task-3657,9
nnet,vertebra-column_task-9940,10
nnet,mozilla4_task-3899,1
nnet,fri_c4_250_10_task-3727,2
nnet,energy-efficiency_task-9989,3
nnet,analcatdata_germangss_task-3887,4
nnet,volcanoes-b5_task-9931,5
nnet,tic-tac-toe_task-49,6
nnet,volcanoes-e2_task-9916,7
nnet,diggle_table_a2_task-3578,8
nnet,newton_hema_task-3649,9
nnet,analcatdata_supreme_task-3594,10
nnet,satimage_task-2074,1
nnet,wall-robot-navigation_task-9941,2
nnet,molecular-biology_promoters_task-2373,3
nnet,cmc_task-3846,4
nnet,pc4_task-3902,5
nnet,pwLinear_task-3587,6
nnet,flags_task-3875,7
nnet,socmob_task-3797,8
nnet,sa-heart_task-9961,9
nnet,chscase_census4_task-3770,10
nnet,kr-vs-k_task-9972,1
nnet,volcanoes-d4_task-9923,2
nnet,autoUniv-au1-1000_task-9909,3
nnet,ar1_task-3909,4
nnet,fri_c1_100_5_task-3694,5
nnet,blogger_task-10094,6
nnet,disclosure_x_noise_task-3692,7
nnet,waveform-5000_task-58,8
nnet,volcanoes-d3_task-9922,9
nnet,volcanoes-a4_task-9926,10
nnet,visualizing_livestock_task-3731,1
nnet,fri_c4_250_50_task-3781,2
nnet,fri_c1_500_10_task-3689,3
nnet,fri_c2_100_5_task-3592,4
nnet,transplant_task-3748,5
nnet,fri_c1_1000_25_task-3780,6
nnet,fri_c1_250_10_task-3798,7
nnet,visualizing_galaxy_task-3788,8
nnet,fri_c1_100_25_task-3677,9
nnet,analcatdata_apnea2_task-3631,10
nnet,fri_c1_1000_50_task-3702,1
nnet,PizzaCutter1_task-7558,2
nnet,climate-model-simulation-crashes_task-9980,3
nnet,house_16H_task-3686,4
nnet,user-knowledge_task-9944,5
nnet,stock_task-3706,6
nnTrain,volcanoes-e2_task-9916,1
nnTrain,iris_task-59,2
nnTrain,fri_c0_1000_50_task-3767,3
nnTrain,lsvt_task-9975,4
nnTrain,fri_c1_250_5_task-3596,5
nnTrain,volcanoes-b2_task-9928,6
nnTrain,ozone-level-8hr_task-9978,7
nnTrain,fri_c1_500_25_task-3645,8
nnTrain,iris_task-7555,9
nnTrain,datatrieve_task-3923,10
nnTrain,fri_c4_1000_25_task-3589,1
nnTrain,visualizing_galaxy_task-3788,2
nnTrain,fri_c4_500_100_task-3608,3
nnTrain,breast-tissue_task-10095,4
nnTrain,mozilla4_task-3899,5
nnTrain,prnn_fglass_task-3859,6
nnTrain,segment_task-3821,7
nnTrain,kdd_synthetic_control_task-3867,8
nnTrain,wilt_task-9914,9
nnTrain,fri_c1_100_50_task-3740,10
nnTrain,mc2_task-3905,1
nnTrain,house_16H_task-3686,2
nnTrain,eeg-eye-state_task-9983,3
nnTrain,mfeat-factors_task-3841,4
nnTrain,volcanoes-b5_task-9931,5
nnTrain,fri_c4_1000_50_task-3662,6
nnTrain,disclosure_z_task-3794,7
nnTrain,BNG(breast-w)_task-2142,8
nnTrain,leaf_task-9973,9
nnTrain,volcanoes-b1_task-9927,10
nnTrain,fri_c3_1000_50_task-3671,1
nnTrain,waveform-5000_task-3842,2
nnTrain,cpu_small_task-3601,3
nnTrain,fri_c1_500_10_task-3689,4
nnTrain,fried_task-3764,5
nnTrain,balloon_task-3777,6
nnTrain,volcanoes-a1_task-10103,7
nnTrain,fri_c2_100_10_task-3628,8
nnTrain,fri_c1_1000_25_task-3780,9
nnTrain,fri_c0_100_10_task-3673,10
nnTrain,quake_task-3811,1
nnTrain,fri_c4_1000_10_task-3617,2
nnTrain,cardiotocography_task-9898,3
nnTrain,cardiotocography_task-9979,4
nnTrain,PieChart1_task-10097,5
nnTrain,fri_c0_500_50_task-3751,6
nnTrain,climate-model-simulation-crashes_task-9980,7
nnTrain,rmftsa_sleepdata_task-3574,8
nnTrain,bank32nh_task-3698,9
nnTrain,vinnie_task-3724,10
nnTrain,volcanoes-e4_task-9918,1
nnTrain,micro-mass_task-9949,2
nnTrain,SPECTF_task-3496,3
nnTrain,seismic-bumps_task-9963,4
nnTrain,waveform-5000_task-58,5
nnTrain,PizzaCutter1_task-7548,6
nnTrain,mfeat-morphological_task-3825,7
nnTrain,analcatdata_supreme_task-3594,8
nnTrain,volcanoes-b6_task-9932,9
nnTrain,sonar_task-39,10
nnTrain,fri_c4_250_50_task-3781,1
nnTrain,chscase_census3_task-3771,2
nnTrain,PieChart3_task-10099,3
nnTrain,PizzaCutter1_task-7558,4
nnTrain,blood-transfusion-service-center_task-10101,5
nnTrain,fri_c0_100_25_task-3752,6
nnTrain,chscase_census4_task-3770,7
nnTrain,fri_c3_250_5_task-3610,8
nnTrain,analcatdata_authorship_task-3549,9
nnTrain,triazines_task-3653,10
nnTrain,wine_task-3836,1
nnTrain,cpu_act_task-3627,2
nnTrain,CastMetal1_task-10096,3
nnTrain,ada_agnostic_task-3896,4
nnTrain,balance-scale_task-11,5
nnTrain,fri_c4_500_50_task-3670,6
nnTrain,mu284_task-3744,7
nnTrain,wdbc_task-9946,8
nnTrain,mfeat-karhunen_task-3883,9
nnTrain,fri_c3_500_25_task-3759,10
nnTrain,hill-valley_task-9893,1
nnTrain,bank8FM_task-3591,2
nnTrain,volcanoes-e5_task-9919,3
nnTrain,ecoli_task-38,4
nnTrain,fri_c0_250_25_task-3639,5
nnTrain,fri_c1_250_10_task-3798,6
nnTrain,vehicle_task-3857,7
nnTrain,fri_c1_1000_10_task-3773,8
nnTrain,heart-statlog_task-52,9
nnTrain,fri_c0_500_5_task-3747,10
nnTrain,hayes-roth_task-3837,1
nnTrain,delta_elevators_task-3684,2
nnTrain,one-hundred-plants-margin_task-9954,3
nnTrain,fri_c4_1000_100_task-3584,4
nnTrain,letter_task-6,5
nnTrain,fri_c2_100_5_task-3592,6
nnTrain,phoneme_task-9952,7
nnTrain,ailerons_task-3600,8
nnTrain,wall-robot-navigation_task-9941,9
nnTrain,elevators_task-3711,10
nnTrain,fri_c0_1000_5_task-3664,1
nnTrain,puma32H_task-3618,2
nnTrain,rmftsa_ladata_task-3583,3
nnTrain,house_8L_task-3708,4
nnTrain,volcanoes-c1_task-9933,5
nnTrain,fri_c2_250_5_task-3774,6
nnTrain,twonorm_task-9943,7
nnTrain,fri_c4_500_10_task-3720,8
nnTrain,ar4_task-3911,9
nnTrain,fri_c1_1000_50_task-3702,10
nnTrain,fri_c4_100_100_task-3693,1
nnTrain,fri_c1_500_5_task-3734,2
nnTrain,page-blocks_task-30,3
nnTrain,fri_c2_250_25_task-3659,4
nnTrain,glass_task-40,5
nnTrain,no2_task-3749,6
nnTrain,wine_task-2382,7
nnTrain,optdigits_task-28,8
nnTrain,mfeat-factors_task-12,9
nnTrain,JapaneseVowels_task-3510,10
nnTrain,PieChart2_task-10098,1
nnTrain,strikes_task-3636,2
nnTrain,fri_c4_500_25_task-3703,3
nnTrain,fri_c2_1000_5_task-3775,4
nnTrain,robot-failures-lp4_task-9937,5
nnTrain,volcanoes-b3_task-9929,6
nnTrain,diabetes_task-37,7
nnTrain,CostaMadre1_task-7557,8
nnTrain,fri_c3_250_25_task-3697,9
nnTrain,pc2_task-3919,10
nnTrain,fri_c0_250_10_task-3629,1
nnTrain,pwLinear_task-3587,2
nnTrain,oil_spill_task-3484,3
nnTrain,volcanoes-e1_task-9915,4
nnTrain,fri_c3_500_5_task-3615,5
nnTrain,pm10_task-3616,6
nnTrain,MegaWatt1_task-7547,7
nnTrain,fri_c3_1000_25_task-3581,8
nnTrain,seeds_task-9962,9
nnTrain,kc1-binary_task-3916,10
nnTrain,fri_c1_100_25_task-3677,1
nnTrain,wall-robot-navigation_task-9942,2
nnTrain,fri_c2_1000_50_task-3730,3
nnTrain,kc3_task-3915,4
nnTrain,user-knowledge_task-9944,5
nnTrain,volcanoes-d3_task-9922,6
nnTrain,bodyfat_task-3644,7
nnTrain,visualizing_environmental_task-3602,8
nnTrain,fri_c2_500_10_task-3733,9
nnTrain,ar6_task-3914,10
nnTrain,mc1_task-3907,1
nnTrain,optdigits_task-3843,2
nnTrain,fri_c3_250_10_task-3658,3
nnTrain,balance-scale_task-3860,4
nnTrain,volcanoes-b4_task-9930,5
nnTrain,rabe_266_task-3647,6
nnTrain,vehicle_task-53,7
nnTrain,kc1_task-3917,8
nnTrain,ar1_task-3909,9
nnTrain,quake_task-3638,10
nnTrain,disclosure_x_tampered_task-3660,1
nnTrain,fri_c3_100_5_task-3779,2
nnTrain,steel-plates-fault_task-9967,3
nnTrain,fri_c1_1000_5_task-3609,4
nnTrain,chscase_funds_task-3666,5
nnTrain,fri_c0_500_25_task-3789,6
nnTrain,pc1_task-3918,7
nnTrain,volcanoes-d4_task-9923,8
nnTrain,fri_c4_250_10_task-3727,9
nnTrain,kdd_JapaneseVowels_task-3839,10
nnTrain,segment_task-36,1
nnTrain,pollen_task-3735,2
nnTrain,iris_task-7306,3
nnTrain,pendigits_task-32,4
nnTrain,prnn_synth_task-3555,5
nnTrain,delta_ailerons_task-3668,6
nnTrain,volcanoes-d1_task-9920,7
nnTrain,spambase_task-43,8
nnTrain,mfeat-morphological_task-18,9
nnTrain,fri_c4_250_25_task-3796,10
nnTrain,mw1_task-3920,1
nnTrain,volcanoes-e3_task-9917,2
nnTrain,PieChart4_task-10100,3
nnTrain,fri_c3_100_10_task-3648,4
nnTrain,pc3_task-3903,5
nnTrain,fri_c4_100_10_task-3742,6
nnTrain,kc1-top5_task-3898,7
nnTrain,fri_c3_500_50_task-3800,8
nnTrain,heart-switzerland_task-9948,9
nnTrain,wisconsin_task-3619,10
nnTrain,analcatdata_authorship_task-3833,1
nnTrain,satimage_task-2074,2
nnTrain,one-hundred-plants-texture_task-9956,3
nnTrain,fri_c2_500_25_task-3743,4
nnTrain,fri_c2_100_25_task-3641,5
nnTrain,fri_c3_100_25_task-3634,6
nnTrain,fri_c2_500_50_task-3783,7
nnTrain,pendigits_task-3882,8
nnTrain,fri_c1_250_25_task-3612,9
nnTrain,heart-long-beach_task-9947,10
nnTrain,micro-mass_task-9950,1
nnTrain,heart-h_task-9894,2
nnTrain,qsar-biodeg_task-9957,3
nnTrain,fri_c4_100_25_task-3732,4
nnTrain,hill-valley_task-9970,5
nnTrain,autoUniv-au1-1000_task-9909,6
nnTrain,fri_c0_100_50_task-3715,7
nnTrain,synthetic_control_task-3512,8
nnTrain,glass_task-3868,9
nnTrain,prnn_fglass_task-3815,10
nnTrain,iris_task-3832,1
nnTrain,jEdit_4.2_4.3_task-3901,2
nnTrain,fri_c0_100_5_task-3620,3
nnTrain,page-blocks_task-3884,4
nnTrain,fri_c3_1000_5_task-3678,5
nnTrain,wall-robot-navigation_task-9960,6
nnTrain,MagicTelescope_task-3954,7
nnTrain,Click_prediction_small_task-7295,8
nnTrain,fri_c0_250_5_task-3642,9
nnTrain,planning-relax_task-9953,10
nnTrain,autoPrice_task-3622,1
nnTrain,ringnorm_task-9959,2
nnTrain,cal_housing_task-3687,3
nnTrain,vertebra-column_task-9939,4
nnTrain,mfeat-zernike_task-22,5
nnTrain,mfeat-fourier_task-3834,6
nnTrain,fri_c0_1000_10_task-3710,7
nnTrain,ecoli_task-3874,8
nnTrain,stock_task-3706,9
nnTrain,fri_c1_100_5_task-3694,10
nnTrain,fri_c0_250_50_task-3598,1
nnTrain,banana_task-10091,2
nnTrain,fri_c2_250_50_task-3741,3
nnTrain,Australian_task-3019,4
nnTrain,fri_c0_1000_25_task-3714,5
nnTrain,fri_c2_1000_10_task-3776,6
nnTrain,PizzaCutter3_task-7559,7
nnTrain,mfeat-fourier_task-14,8
nnTrain,fri_c2_250_10_task-3695,9
nnTrain,chatfield_4_task-3685,10
nnTrain,disclosure_x_noise_task-3692,1
nnTrain,transplant_task-3748,2
nnTrain,fri_c1_250_50_task-3635,3
nnTrain,chscase_census2_task-3772,4
nnTrain,first-order-theorem-proving_task-9985,5
nnTrain,puma8NH_task-3681,6
nnTrain,houses_task-3688,7
nnTrain,fri_c2_100_50_task-3785,8
nnTrain,semeion_task-9964,9
nnTrain,mfeat-karhunen_task-16,10
nnTrain,tecator_task-3716,1
nnTrain,fri_c3_1000_10_task-3606,2
nnTrain,pol_task-3588,3
nnTrain,machine_cpu_task-3599,4
nnTrain,2dplanes_task-3593,5
nnTrain,MegaWatt1_task-7556,6
nnTrain,jEdit_4.0_4.2_task-3921,7
nnTrain,Smartphone-Based_Recognition_of_Human_Activities_task-10104,8
nnTrain,robot-failures-lp5_task-9938,9
nnTrain,fri_c4_250_100_task-3699,10
nnTrain,chscase_geyser1_task-3758,1
nnTrain,volcanoes-a3_task-9925,2
nnTrain,fri_c0_500_10_task-3806,3
nnTrain,fri_c4_100_50_task-3795,4
nnTrain,hayes-roth_task-3491,5
nnTrain,fri_c1_500_50_task-3632,6
nnTrain,volcanoes-d2_task-9921,7
nnTrain,fri_c3_100_50_task-3582,8
nnTrain,disclosure_x_bias_task-3640,9
nnTrain,space_ga_task-3603,10
nnTrain,chscase_census6_task-3763,1
nnTrain,pc4_task-3902,2
nnTrain,humandevel_task-3787,3
nnTrain,parkinsons_task-9951,4
nnTrain,wind_task-3712,5
nnTrain,PizzaCutter3_task-7549,6
nnTrain,fri_c3_500_10_task-3799,7
nnTrain,letter_task-3840,8
nnTrain,chscase_vine2_task-3679,9
nnTrain,kin8nm_task-3672,10
nnTrain,diggle_table_a2_task-3578,1
nnTrain,chscase_census5_task-3769,2
nnTrain,ionosphere_task-57,3
nnTrain,mammography_task-3483,4
nnTrain,breast-tissue_task-9897,5
nnTrain,mfeat-zernike_task-3858,6
nnTrain,cnae-9_task-9981,7
nnTrain,fertility_task-9984,8
nnTrain,vertebra-column_task-9940,9
nnTrain,one-hundred-plants-shape_task-9955,10
nnTrain,fri_c3_250_50_task-3737,1
nnTrain,fri_c1_100_10_task-3654,2
